APP ID,additional_information minus PII,edited version,making.ends.meet,employment,looking for work,illness.or.disability,stigma,homeless,county_name,
374507,"I was a caregiver for my Dad who passed in 2016. My Dad had a living trust that splits everything three ways with my two sisters. My sisters want to sell the house even though they know I have no place to go. I was not a paid caregiver but my parents let me and my son live in there home as pay. I am disabled but have not applied yet until I talk to a surgeon. I actually messed up the rest of my life so my parents did not have to go in nursing homes, my sisters refused to help me. My son and nephew are living in the house with me at the moment to help keep my childhood home which my Dad has owned since 1964. I am on medi-cal now so Im not sure if I can also get help with food. I am so hungry. My rent is 300.00 a month but I can not afford or believe I should pay it. My Dad said whoever is living in the home can stay in it and he preferred the house stays in the family.","I was a caregiver for and lived with my dad who passed in 2016. My sisters want to sell the house even though they know my son, nephew, and I have no place to go. I am disabled but have not applied for SSI yet until I talk to a surgeon. I feel like I messed up the rest of my life so that my parents didn't have to go in nursing homes. I am so hungry. My dad said whoever is living in the home can stay in it and he preferred the house stays in the family.",1,NA,,1,,NA,Orange,
374629,"Not sure if this helps at all. The last time I had to renew my cal fresh all I needed to do was to update and give some paperwork and I kept forgetting like Im fogetting a lot of other situations and stress on them. I tried to see if I can make it through since I knew my Cal Fresh stopped but I cant. I struggle from paycheck to paycheck and at times I do ask my parents for money or food especailly because of daughter growing and eating more. This is just something Im going through and feel the need to say. We do live in a low income apartment and we qualify for the HEAP program for our PGE and I do go to the food bank when I can which is a big help but still need help with a variety of other types of food.
 
    Thank you for your time.","Not sure if this helps at all. The last time I had to renew my CalFresh all I needed to do was to update and give some paperwork and I kept forgetting, just like I forget a lot of things and stress about them. I struggle from paycheck to paycheck and at times I do ask my parents for money or food especially because my daughter is growing and eating more. We do live in a low income housing and we qualify for the HEAP program for our PGE. I do go to the food bank when I can which is a big help but we still need help with other foods.",1,NA,,1,,NA,Monterey,
379754,"I start classes at Sac State in August.
 
  I qualify for financially qualify for a government grant, however, due to mental health illness I failed many classes. Therefore, I cannot receive assistance due to my unsatisfactory academic progress.
  
  During the last six months I have been couch surfing with familt. I worked part time for a month to save up enough to move back and pay for tuition.
   
  I am currently borrowing money from family members just to pay rent and buy food. 
 
    I am looking for a job that gives me at least 23 hours a week. 
  
  I really don't want to do this, but I need help. I just have to get through this to graduate.","I go back to college in August. I financially qualify for a government grant, however, due to mental health illness I failed many classes. Therefore, I cannot receive assistance due to my unsatisfactory academic progress. During the last six months I have been couch surfing with family. I worked part time for a month to save up enough to move back and pay for tuition. I am currently borrowing money from family members just to pay rent and buy food. I am looking for a job that gives me at least 23 hours a week. I really don't want to do this, but I need help. I just have to get through this to graduate.",1,NA,,1,,1,Sacramento,stigma
409491,"I have various medical conditions, endometriosis, bipolar disorder, ect. Which cause my copays for my medications to be skyrocketed. My medications are number on for me to stay on. But that has made it hard to keep food that is supposed to be on my diet in the kitchen. With the iniability to pay for food, expecially vegtables and fruit when you are trying to make $30 last a week for groceries. I have gone down two sizes in a month trying to balance out food and can I add afford my medications and presccrived PRNS. Being allowed the assistance for food would lessen the stress around the medical expenisse being used for medical and mental health services.","I have various medical conditions, endometriosis, bipolar disorder, etc., which caused my copays for my medications to skyrocket. My medications are number one for me to stay on. But that has made it hard to keep food that is supposed to be on my diet in the kitchen. When you are trying to make $30 last a week for groceries, it's hard to buy vegetables and fruit. I have gone down two sizes in a month trying to balance out food and my medications and prescribed PRNS. Being allowed the assistance for food would lessen the stress around the costs of medications and mental health services.",1,NA,,1,,NA,Contra Costa,
278822,"I am the only one that takes care of my groceries, medical bills, CT scan test, had to leave my job of 9 years as I became very ill. Lung Cancer. I only have 1/2 of my right lung Never smoked. I cannot work as I still struggle with this health issue. I have no income I used all my disablity ex employer, I have also exhaused my Unemployment. I am still disabled it has only been since August end of the month that I was released. I cannot pay my rent, copays for onocologist, no food after 3 hours of light activity I get very exhaused and my body aches. I have back lumbar pain and still recovering from two surgeries to remove the cancer. I am sure if I had money I could get food and that will boost my energy a little. I need help please. Right away I am hungry and need food. been ill since Nov 2016 left on leave end of Dec 2016. Havent worked since. Thank you for your help in advance and your prompt response.
 
Kindly NAME","I am the only one who takes care of my groceries, medical bills, CT scan test. I had to leave my job of 9 years as I became very ill with lung cancer, despite never having smoked. I now only have 1/2 of my right lung. I cannot work as I still struggle with this health issue. I have no income, used all my disablity, and have exhaused my unemployment insurance. I am still disabled it has only been since August end of the month that I was released. I cannot pay my rent, copays for oncologist. After 3 hours of light activity I get very exhaused and my body aches. I have back lumbar pain and still recovering from two surgeries to remove the cancer. I am sure if I had money I could get food and that will boost my energy a little. I need help please. Right away I am hungry and need food. ",NA,NA,,1,,NA,Orange,
320068,"hello my name is NAME. i am NAME's mother. He has a disability, he was diagnosed with mild retardation by social security physicians when he was about 8. at 18 they said e did not qualify anymore witch i disagree with. Ive been wanting to reapply for him but havent had the chance. since we have moved to sac i havent been able to work a steady job because of my disease. i cant afford to support my son as i also have 2 younger children i support on my own and is very very hard. so isaiah is staying here and there with no stable place to live. i try my best to take him food to eat when i can. i dont know what else to do. thank you","I am helping my adult son apply. He has a disability, he was diagnosed with mild retardation by social security physicians when he was about 8. At 18 they said he did not qualify anymore, which I disagree with. I've been wanting to reapply for him but havent had the chance. Since we have moved to Sacramento I haven't been able to work a steady job because of my disease. I can't afford to support my adult son as I also have two younger children I support on my own and it is very, very hard. My son is staying here and there with no stable place to live. I try my best to take him food to eat when i can. I dont know what else to do. ",NA,NA,,1,,NA,Sacramento,
339382,"IÃ¢â‚¬â„¢m 25 and I take care of my grandma who has been on dialysis for the past 11 years her name is also NAME. I offer my daily help for free and I have done this for several years however, it has become increasingly hard to support myself with very little money and hardly any family support. I go to local churches and food drives and take my grandpa and grandma and myself food unfortunately I find that many days and nights I go hungry. I am extremely independent and seeking help for others is east, but for myself I have trouble accepting anything I donÃ¢â‚¬â„¢t feel I earned but everyone needs a little help to get on there feet sometimes. I donÃ¢â‚¬â„¢t intend to take advantage of CalFresh services for a over extended period, Only until I find a job that can allow me flexible hours while my grandma needs my continued support. Thank you for taking the time to read about my current situation.","I'm 25 and I take care of my grandma who has been on dialysis for the past 11 years. I offer my daily help for free and I have done this for several years however, it has become increasingly hard to support myself with very little money and hardly any family support. I go to local churches and food drives and get food for my grandpa, grandma and myself. Unfortunately, I find that many days and nights I go hungry. I am extremely independent - seeking help for others is easy, but for myself I have trouble accepting anything I don't feel I earned, but everyone needs a little help to get on their feet sometimes. I don't intend to take advantage of CalFresh services for a over extended period. Only until I find a job that can allow me flexible hours while my grandma needs my continued support. ",NA,NA,,1,,NA,Fresno,stigma
356027,"I suffer from a movement disorder akin to Parkinson's, and it's thought to be myoclonus, or myoclonus dystonia. I can't work as of now, and I am going through further tests to get a precise diagnosis, but it's a lengthy process thus far. I am paying rent with my state disability, as social security has rejected my application for disability. This leaves me with about $20 for the month. This means gas for school and food for myself. I cannot make $20 stretch that far, as much as I would like to. I'm currently appealing the denial, but this process takes time, and I don't have resources to survive, much less the physical capability a lot of the time. Please help. Thank you.","I suffer from a movement disorder akin to Parkinson's, and it's thought to be myoclonus, or myoclonus dystonia. I can't work as of now, and I am going through further tests to get a precise diagnosis, but it's a lengthy process thus far. I am paying rent with my state disability, as social security has rejected my application for disability. This leaves me with about $20 for the month. This means gas for school and food for myself. I cannot make $20 stretch that far, as much as I would like to. I'm currently appealing the denial, but this process takes time, and I don't have resources to survive, much less the physical capability a lot of the time. ",NA,NA,,1,,NA,San Luis Obispo,
363357,"I have extensive health problems. Due to serious food sensitivities, my diet is very expensive. If I eat food that's come in contact with wheat, corn, or tapioca I will vomit for days. This rules most cheap meal options out. Additionally, I have PTSD and ADHD which require expensive ongoing medication. My ongoing costs include $150 or so for therapy, which I can not go without, about $600 for health insurance, paying down a $900 credit card bill, and soon I may need to replace the computer that is my livelihood as far as job hunting goes. I want to save as much as I can so I can move into a rented room when I find a job. I have no family to fall back on. I legally emancipated from my mother at 16 due to abuse, and my father is dead.","I have extensive health problems. Due to serious food sensitivities, my diet is very expensive. If I eat food that's come in contact with wheat, corn, or tapioca I will vomit for days. This rules most cheap meal options out. Additionally, I have PTSD and ADHD, which require expensive ongoing medication. My ongoing costs include $150 or so for therapy, which I can not go without, about $600 for health insurance, paying down a $900 credit card bill, and soon I may need to replace the computer that is my livelihood as far as job hunting goes. I want to save as much as I can so I can move into a rented room when I find a job. I have no family to fall back on. I legally emancipated from my mother at 16 due to abuse, and my father is dead.",NA,NA,,1,,1,San Francisco,
392195,"I just recently (this past Friday) became disabled by my doctor. I no longer recieve income until I am approved for disability insurance so I have an account balance of 0 dollars. In addition, my significant other (whom I live with and share the bills) suffered from a comound fracture in her ankle two days ago, August 7. She had to have surgery to reinforce her bones with metal plates and screws. She will be discharged today, August 9. The doctor is not allowing her to work for four to six weeks and she only has 600 dollars in her bank account. If you can expidite this process to help us stay afloat with our bills please make it a possibility. Thank you.","This past Friday, my doctor told me I was disabled. I won't recieve income until I am approved for disability insurance so I have an account balance of 0 dollars. In addition, my significant other (with whom I live and share the bills) suffered from a comound fracture in her ankle two days ago. She had to have surgery to reinforce her bones with metal plates and screws. She will be discharged today. The doctor is not allowing her to work for four to six weeks and she only has 600 dollars in her bank account. ",NA,NA,,1,,NA,San Diego,
403925,"I have an adult daughter in Portland, OR with type one diabetes and a rare renal tube disorder called Gitlemans syndrom. She cant work much but is proud and works as much as she can. I help her a great deal financially. 
 
  
 
  I don't get enough nutricious food to eat. I retired at age 65 because my physical job of retail grocery casheir was taking a toll on my body and mental health. 
 
  
 
  I am waiting until age 66 (my full retirement age for social security) because I will need the bit of extra money that I'll receive by waiting. 
 
  
 
  I have never asked for help before and neither has anyone in my immediate family and I have a bit of shame about applying for this food assistance, but I've been urged by a medical provider to not be so proud and to apply for some short term assistance.","I have an adult daughter in Portland, OR with type one diabetes and a rare renal tube disorder called Gitlemans syndrom. She cant work much but is proud and works as much as she can. I help her a great deal financially. I don't get enough nutritcious food to eat. I retired at age 65 because my physical job of retail grocery casheir was taking a toll on my body and mental health. I am waiting until age 66 (my full retirement age for social security) because I will need the bit of extra money that I'll receive by waiting. I have never asked for help before and neither has anyone in my immediate family and I have a bit of shame about applying for this food assistance, but I've been urged by a medical provider to not be so proud and to apply for some short term assistance.",NA,NA,,1,,NA,Santa Cruz,stigma
407662,"I need help with many basic day to today activities of daily living, because im disabled and have great difficulty getting things done. Im currently suffering of rheumatiod arthritis, fibromyalgia, and seizures. im also suffering of a severly injured back and possible some other disease that is causing me great abnormal weightloss and extreme fatigue. Im currently working with my PCP, to figure out what is causing it. I have plenty of medical paper to validate, known afflictions, but not for the last one mentioned, itÃ¢â‚¬â„¢s in prgress. 
 
  
 
  Thank you so much for your time and attension to this matter.","I need help with many basic day to today activities of daily living, because im disabled and have great difficulty getting things done. I'm currently suffering of rheumatiod arthritis, fibromyalgia, and seizures. I'm also suffering of a severly injured back and possible some other disease that is causing me great abnormal weightloss and extreme fatigue. I'm currently working with my PCP, to figure out what is causing it. ",NA,NA,,1,,NA,Contra Costa,
407758,"I am legally deaf due to a recent illness. a friend loaned me a hearing aid. i can only use phone on speaker. my son lives with me but he cannot work. he has enlisted in military DEP. he doesnt leave until 11-26-2018 or December. he is my current caregiver because of my disability. since he is no longer in HS, i only have my income. i am terrified of not getting medical treatment or having a place to live because of my income and disability status. i have been disabled for 30 years. a recent illness caused my condition to worsen. i need help. thank you.",I am legally deaf due to a recent illness. A friend loaned me a hearing aid. I can only use phone on speaker. I am terrified of not getting medical treatment or having a place to live because of my income and disability status. i have been disabled for 30 years. A recent illness caused my condition to worsen. i need help. ,NA,NA,,1,,NA,Sacramento,
419915,"I was on foodstamps for a matter of 1 month back in Dec. 2017. At that time I was on TD Temporary Disability. I have a workers compensation claim. I have now been switched to PD Permanent Disability and that amount is only $580 every 2 weeks. This started on Aug. 9, 2018. This has left me in a really bad place. At this time I am waiting a hearing on my case. My workers compensation doctor. Dr. Gutierrez placed me back to work Work from home or from our Vacaville location which is closer to my home and State Fund has denied modified duty. I am in limbo but in the meantime my family is suffering due to this hardship. I am a hard working person who has been off work since May 2017! I am in depression!",I have a workers compensation claim. I have now been switched to Permanent Disability and that amount is only $580 every 2 weeks. This has left me in a really bad place. At this time I am waiting a hearing on my case. I am in limbo but in the meantime my family is suffering due to this hardship. I am a hard working person who has been off work since May 2017! I am in depression!,NA,NA,,1,,NA,Solano,
